,SalesAgentEmailID,ContactEmailID,sentiment_scores,Product,year_month,Close_Value,month,year,lag_1,lag_2,lag_3,lag_4,lag_(-1),lag_(-2),lag_(-3),lag_(-4),rolling_avg,rolling_min,rolling_max
551,26,45,3.9230769230769234,4,2017-05-01,4477,5,2017,4466.0,4387.0,4353.0,4308.0,4487.0,4506.0,4519.0,4552.0,4398.2,4308.0,4477.0
552,17,65,3.761363636363636,4,2017-05-01,4487,5,2017,4477.0,4466.0,4387.0,4353.0,4506.0,4519.0,4552.0,4605.0,4434.0,4353.0,4487.0
553,5,56,4.203389830508475,4,2017-05-01,4506,5,2017,4487.0,4477.0,4466.0,4387.0,4519.0,4552.0,4605.0,4678.0,4464.6,4387.0,4506.0
554,19,74,2.7884615384615383,3,2017-05-01,4519,5,2017,4506.0,4487.0,4477.0,4466.0,4552.0,4605.0,4678.0,4682.0,4491.0,4466.0,4519.0
555,26,16,4.242105263157895,4,2017-05-01,4552,5,2017,4519.0,4506.0,4487.0,4477.0,4605.0,4678.0,4682.0,4755.0,4508.2,4477.0,4552.0
556,1,58,4.333333333333333,4,2017-05-01,4605,5,2017,4552.0,4519.0,4506.0,4487.0,4678.0,4682.0,4755.0,4784.0,4533.8,4487.0,4605.0
557,15,2,4.563025210084033,4,2017-05-01,4678,5,2017,4605.0,4552.0,4519.0,4506.0,4682.0,4755.0,4784.0,4808.0,4572.0,4506.0,4678.0
558,9,26,3.8809523809523814,4,2017-05-01,4682,5,2017,4678.0,4605.0,4552.0,4519.0,4755.0,4784.0,4808.0,4855.0,4607.2,4519.0,4682.0
559,14,62,4.296296296296297,3,2017-05-01,4755,5,2017,4682.0,4678.0,4605.0,4552.0,4784.0,4808.0,4855.0,4869.0,4654.4,4552.0,4755.0
560,0,42,4.48,3,2017-05-01,4784,5,2017,4755.0,4682.0,4678.0,4605.0,4808.0,4855.0,4869.0,5004.0,4700.8,4605.0,4784.0
561,15,74,4.121739130434783,4,2017-05-01,4808,5,2017,4784.0,4755.0,4682.0,4678.0,4855.0,4869.0,5004.0,5032.0,4741.4,4678.0,4808.0
562,23,63,4.233333333333333,4,2017-05-01,4855,5,2017,4808.0,4784.0,4755.0,4682.0,4869.0,5004.0,5032.0,5033.0,4776.8,4682.0,4855.0
563,26,71,3.5737704918032787,4,2017-05-01,4869,5,2017,4855.0,4808.0,4784.0,4755.0,5004.0,5032.0,5033.0,5037.0,4814.2,4755.0,4869.0
564,12,62,2.763888888888889,3,2017-05-01,5004,5,2017,4869.0,4855.0,4808.0,4784.0,5032.0,5033.0,5037.0,5058.0,4864.0,4784.0,5004.0
565,4,53,3.9565217391304346,4,2017-05-01,5032,5,2017,5004.0,4869.0,4855.0,4808.0,5033.0,5037.0,5058.0,5065.0,4913.6,4808.0,5032.0
566,6,20,3.611111111111111,4,2017-05-01,5033,5,2017,5032.0,5004.0,4869.0,4855.0,5037.0,5058.0,5065.0,5078.0,4958.6,4855.0,5033.0
567,4,43,4.0886075949367084,4,2017-05-01,5037,5,2017,5033.0,5032.0,5004.0,4869.0,5058.0,5065.0,5078.0,5091.0,4995.0,4869.0,5037.0
568,26,34,3.4878048780487805,4,2017-05-01,5058,5,2017,5037.0,5033.0,5032.0,5004.0,5065.0,5078.0,5091.0,5110.0,5032.8,5004.0,5058.0
569,6,26,3.971875,4,2017-05-01,5065,5,2017,5058.0,5037.0,5033.0,5032.0,5078.0,5091.0,5110.0,5153.0,5045.0,5032.0,5065.0
570,10,32,2.8717948717948723,4,2017-05-01,5078,5,2017,5065.0,5058.0,5037.0,5033.0,5091.0,5110.0,5153.0,5170.0,5054.2,5033.0,5078.0
571,19,16,4.051282051282051,3,2017-05-01,5091,5,2017,5078.0,5065.0,5058.0,5037.0,5110.0,5153.0,5170.0,5198.0,5065.8,5037.0,5091.0
572,19,23,4.584415584415584,3,2017-05-01,5110,5,2017,5091.0,5078.0,5065.0,5058.0,5153.0,5170.0,5198.0,5293.0,5080.4,5058.0,5110.0
573,24,17,4.556962025316456,4,2017-05-01,5153,5,2017,5110.0,5091.0,5078.0,5065.0,5170.0,5198.0,5293.0,5333.0,5099.4,5065.0,5153.0
574,29,3,3.79,4,2017-05-01,5170,5,2017,5153.0,5110.0,5091.0,5078.0,5198.0,5293.0,5333.0,5378.0,5120.4,5078.0,5170.0
575,28,46,2.84375,3,2017-05-01,5198,5,2017,5170.0,5153.0,5110.0,5091.0,5293.0,5333.0,5378.0,5388.0,5144.4,5091.0,5198.0
576,6,52,3.830188679245283,3,2017-05-01,5293,5,2017,5198.0,5170.0,5153.0,5110.0,5333.0,5378.0,5388.0,5466.0,5184.8,5110.0,5293.0
577,6,52,3.830188679245283,3,2017-05-01,5333,5,2017,5293.0,5198.0,5170.0,5153.0,5378.0,5388.0,5466.0,5543.0,5229.4,5153.0,5333.0
578,5,11,4.354838709677419,4,2017-05-01,5378,5,2017,5333.0,5293.0,5198.0,5170.0,5388.0,5466.0,5543.0,5614.0,5274.4,5170.0,5378.0
579,29,75,4.40566037735849,3,2017-05-01,5388,5,2017,5378.0,5333.0,5293.0,5198.0,5466.0,5543.0,5614.0,5646.0,5318.0,5198.0,5388.0
580,7,50,3.0,4,2017-05-01,5466,5,2017,5388.0,5378.0,5333.0,5293.0,5543.0,5614.0,5646.0,5664.0,5371.6,5293.0,5466.0
581,0,37,4.040322580645161,3,2017-05-01,5543,5,2017,5466.0,5388.0,5378.0,5333.0,5614.0,5646.0,5664.0,5708.0,5421.6,5333.0,5543.0
582,6,83,5.1213592233009715,3,2017-05-01,5614,5,2017,5543.0,5466.0,5388.0,5378.0,5646.0,5664.0,5708.0,5721.0,5477.8,5378.0,5614.0
583,4,56,3.683544303797469,3,2017-05-01,5646,5,2017,5614.0,5543.0,5466.0,5388.0,5664.0,5708.0,5721.0,5787.0,5531.4,5388.0,5646.0
584,2,60,3.5063291139240507,3,2017-05-01,5664,5,2017,5646.0,5614.0,5543.0,5466.0,5708.0,5721.0,5787.0,5883.0,5586.6,5466.0,5664.0
585,18,32,4.042553191489361,3,2017-05-01,5708,5,2017,5664.0,5646.0,5614.0,5543.0,5721.0,5787.0,5883.0,5987.0,5635.0,5543.0,5708.0
586,5,11,4.354838709677419,3,2017-05-01,5721,5,2017,5708.0,5664.0,5646.0,5614.0,5787.0,5883.0,5987.0,6000.0,5670.6,5614.0,5721.0
587,4,64,3.973684210526317,4,2017-05-01,5787,5,2017,5721.0,5708.0,5664.0,5646.0,5883.0,5987.0,6000.0,6173.0,5705.2,5646.0,5787.0
588,0,4,4.118012422360248,3,2017-05-01,5883,5,2017,5787.0,5721.0,5708.0,5664.0,5987.0,6000.0,6173.0,6284.0,5752.6,5664.0,5883.0
589,26,26,3.8,3,2017-05-01,5987,5,2017,5883.0,5787.0,5721.0,5708.0,6000.0,6173.0,6284.0,25897.0,5817.2,5708.0,5987.0
590,25,79,3.515151515151515,3,2017-05-01,6000,5,2017,5987.0,5883.0,5787.0,5721.0,6173.0,6284.0,25897.0,47.0,5875.6,5721.0,6000.0
591,1,48,4.07,3,2017-05-01,6173,5,2017,6000.0,5987.0,5883.0,5787.0,6284.0,25897.0,47.0,49.0,5966.0,5787.0,6173.0
592,5,58,3.2978723404255317,3,2017-05-01,6284,5,2017,6173.0,6000.0,5987.0,5883.0,25897.0,47.0,49.0,49.0,6065.4,5883.0,6284.0
593,8,44,5.666666666666668,0,2017-05-01,25897,5,2017,6284.0,6173.0,6000.0,5987.0,47.0,49.0,49.0,50.0,10068.2,5987.0,25897.0
594,27,28,4.791044776119403,6,2017-06-01,47,6,2017,25897.0,6284.0,6173.0,6000.0,49.0,49.0,50.0,51.0,8880.2,47.0,25897.0
595,25,42,3.515625,6,2017-06-01,49,6,2017,47.0,25897.0,6284.0,6173.0,49.0,50.0,51.0,51.0,7690.0,47.0,25897.0
596,26,23,4.99009900990099,6,2017-06-01,49,6,2017,49.0,47.0,25897.0,6284.0,50.0,51.0,51.0,51.0,6465.2,47.0,25897.0
597,14,34,2.7142857142857144,6,2017-06-01,50,6,2017,49.0,49.0,47.0,25897.0,51.0,51.0,51.0,51.0,5218.4,47.0,25897.0
598,18,37,3.47,6,2017-06-01,51,6,2017,50.0,49.0,49.0,47.0,51.0,51.0,51.0,51.0,49.2,47.0,51.0
599,26,26,3.8,6,2017-06-01,51,6,2017,51.0,50.0,49.0,49.0,51.0,51.0,51.0,52.0,50.0,49.0,51.0
600,20,82,4.243243243243243,6,2017-06-01,51,6,2017,51.0,51.0,50.0,49.0,51.0,51.0,52.0,53.0,50.4,49.0,51.0
601,14,65,3.9585798816568047,6,2017-06-01,51,6,2017,51.0,51.0,51.0,50.0,51.0,52.0,53.0,54.0,50.8,50.0,51.0
602,5,28,3.5348837209302326,6,2017-06-01,51,6,2017,51.0,51.0,51.0,51.0,52.0,53.0,54.0,54.0,51.0,51.0,51.0
603,8,22,4.045454545454546,6,2017-06-01,52,6,2017,51.0,51.0,51.0,51.0,53.0,54.0,54.0,54.0,51.2,51.0,52.0
604,1,12,3.672131147540984,6,2017-06-01,53,6,2017,52.0,51.0,51.0,51.0,54.0,54.0,54.0,54.0,51.6,51.0,53.0
605,23,39,3.1842105263157894,6,2017-06-01,54,6,2017,53.0,52.0,51.0,51.0,54.0,54.0,54.0,54.0,52.2,51.0,54.0
606,18,13,3.316666666666667,6,2017-06-01,54,6,2017,54.0,53.0,52.0,51.0,54.0,54.0,54.0,55.0,52.8,51.0,54.0
607,3,10,4.333333333333333,6,2017-06-01,54,6,2017,54.0,54.0,53.0,52.0,54.0,54.0,55.0,55.0,53.4,52.0,54.0
608,9,67,4.017857142857143,6,2017-06-01,54,6,2017,54.0,54.0,54.0,53.0,54.0,55.0,55.0,55.0,53.8,53.0,54.0
609,0,26,4.0,6,2017-06-01,54,6,2017,54.0,54.0,54.0,54.0,55.0,55.0,55.0,56.0,54.0,54.0,54.0
610,10,40,4.17,6,2017-06-01,55,6,2017,54.0,54.0,54.0,54.0,55.0,55.0,56.0,57.0,54.2,54.0,55.0
611,27,48,3.6987951807228914,6,2017-06-01,55,6,2017,55.0,54.0,54.0,54.0,55.0,56.0,57.0,58.0,54.4,54.0,55.0
612,1,84,5.137931034482759,6,2017-06-01,55,6,2017,55.0,55.0,54.0,54.0,56.0,57.0,58.0,59.0,54.6,54.0,55.0
613,24,73,4.302631578947368,6,2017-06-01,56,6,2017,55.0,55.0,55.0,54.0,57.0,58.0,59.0,59.0,55.0,54.0,56.0
614,29,3,3.79,6,2017-06-01,57,6,2017,56.0,55.0,55.0,55.0,58.0,59.0,59.0,59.0,55.6,55.0,57.0
615,20,59,4.0,6,2017-06-01,58,6,2017,57.0,56.0,55.0,55.0,59.0,59.0,59.0,60.0,56.2,55.0,58.0
616,0,66,3.724137931034482,6,2017-06-01,59,6,2017,58.0,57.0,56.0,55.0,59.0,59.0,60.0,60.0,57.0,55.0,59.0
617,25,42,3.515625,6,2017-06-01,59,6,2017,59.0,58.0,57.0,56.0,59.0,60.0,60.0,60.0,57.8,56.0,59.0
618,25,5,4.527777777777779,6,2017-06-01,59,6,2017,59.0,59.0,58.0,57.0,60.0,60.0,60.0,60.0,58.4,57.0,59.0
619,24,19,5.357142857142857,6,2017-06-01,60,6,2017,59.0,59.0,59.0,58.0,60.0,60.0,60.0,60.0,59.0,58.0,60.0
620,25,4,3.6966292134831455,6,2017-06-01,60,6,2017,60.0,59.0,59.0,59.0,60.0,60.0,60.0,62.0,59.4,59.0,60.0
621,15,45,4.354330708661418,6,2017-06-01,60,6,2017,60.0,60.0,59.0,59.0,60.0,60.0,62.0,62.0,59.6,59.0,60.0
622,16,59,3.7977528089887636,6,2017-06-01,60,6,2017,60.0,60.0,60.0,59.0,60.0,62.0,62.0,64.0,59.8,59.0,60.0
623,26,39,2.7794117647058822,6,2017-06-01,60,6,2017,60.0,60.0,60.0,60.0,62.0,62.0,64.0,65.0,60.0,60.0,60.0
624,4,7,4.318181818181818,6,2017-06-01,62,6,2017,60.0,60.0,60.0,60.0,62.0,64.0,65.0,450.0,60.4,60.0,62.0
625,14,26,4.28169014084507,6,2017-06-01,62,6,2017,62.0,60.0,60.0,60.0,64.0,65.0,450.0,458.0,60.8,60.0,62.0
626,0,5,3.7777777777777777,6,2017-06-01,64,6,2017,62.0,62.0,60.0,60.0,65.0,450.0,458.0,472.0,61.6,60.0,64.0
627,25,82,3.660550458715597,6,2017-06-01,65,6,2017,64.0,62.0,62.0,60.0,450.0,458.0,472.0,489.0,62.6,60.0,65.0
628,15,45,4.354330708661418,1,2017-06-01,450,6,2017,65.0,64.0,62.0,62.0,458.0,472.0,489.0,498.0,140.6,62.0,450.0
629,3,9,3.673684210526316,1,2017-06-01,458,6,2017,450.0,65.0,64.0,62.0,472.0,489.0,498.0,532.0,219.8,62.0,458.0
630,24,78,3.55,1,2017-06-01,472,6,2017,458.0,450.0,65.0,64.0,489.0,498.0,532.0,544.0,301.8,64.0,472.0
631,16,35,2.954954954954955,1,2017-06-01,489,6,2017,472.0,458.0,450.0,65.0,498.0,532.0,544.0,558.0,386.8,65.0,489.0
632,29,16,4.708333333333333,1,2017-06-01,498,6,2017,489.0,472.0,458.0,450.0,532.0,544.0,558.0,572.0,473.4,450.0,498.0
633,15,26,3.5138121546961325,1,2017-06-01,532,6,2017,498.0,489.0,472.0,458.0,544.0,558.0,572.0,575.0,489.8,458.0,532.0
634,29,26,3.900584795321637,1,2017-06-01,544,6,2017,532.0,498.0,489.0,472.0,558.0,572.0,575.0,577.0,507.0,472.0,544.0
635,14,27,4.188405797101448,1,2017-06-01,558,6,2017,544.0,532.0,498.0,489.0,572.0,575.0,577.0,579.0,524.2,489.0,558.0
636,27,84,4.294117647058823,1,2017-06-01,572,6,2017,558.0,544.0,532.0,498.0,575.0,577.0,579.0,597.0,540.8,498.0,572.0
637,22,12,4.178571428571429,1,2017-06-01,575,6,2017,572.0,558.0,544.0,532.0,577.0,579.0,597.0,600.0,556.2,532.0,575.0
638,13,38,5.010752688172043,1,2017-06-01,577,6,2017,575.0,572.0,558.0,544.0,579.0,597.0,600.0,606.0,565.2,544.0,577.0
639,15,41,3.995594713656388,1,2017-06-01,579,6,2017,577.0,575.0,572.0,558.0,597.0,600.0,606.0,643.0,572.2,558.0,579.0
640,14,44,3.3932584269662924,1,2017-06-01,597,6,2017,579.0,577.0,575.0,572.0,600.0,606.0,643.0,657.0,580.0,572.0,597.0
641,26,17,4.244541484716157,1,2017-06-01,600,6,2017,597.0,579.0,577.0,575.0,606.0,643.0,657.0,672.0,585.6,575.0,600.0
642,2,50,4.211111111111111,1,2017-06-01,606,6,2017,600.0,597.0,579.0,577.0,643.0,657.0,672.0,861.0,591.8,577.0,606.0
643,14,17,4.287179487179487,1,2017-06-01,643,6,2017,606.0,600.0,597.0,579.0,657.0,672.0,861.0,892.0,605.0,579.0,643.0
644,13,33,4.307017543859649,1,2017-06-01,657,6,2017,643.0,606.0,600.0,597.0,672.0,861.0,892.0,902.0,620.6,597.0,657.0
645,25,21,3.8308823529411766,1,2017-06-01,672,6,2017,657.0,643.0,606.0,600.0,861.0,892.0,902.0,920.0,635.6,600.0,672.0
646,2,17,4.007042253521127,2,2017-06-01,861,6,2017,672.0,657.0,643.0,606.0,892.0,902.0,920.0,986.0,687.8,606.0,861.0
647,5,0,4.0144927536231885,2,2017-06-01,892,6,2017,861.0,672.0,657.0,643.0,902.0,920.0,986.0,987.0,745.0,643.0,892.0
648,19,35,3.8451612903225807,2,2017-06-01,902,6,2017,892.0,861.0,672.0,657.0,920.0,986.0,987.0,1004.0,796.8,657.0,902.0
649,23,74,4.545454545454546,2,2017-06-01,920,6,2017,902.0,892.0,861.0,672.0,986.0,987.0,1004.0,1020.0,849.4,672.0,920.0
650,3,21,3.520833333333333,2,2017-06-01,986,6,2017,920.0,902.0,892.0,861.0,987.0,1004.0,1020.0,1033.0,912.2,861.0,986.0
651,7,12,2.985074626865672,2,2017-06-01,987,6,2017,986.0,920.0,902.0,892.0,1004.0,1020.0,1033.0,1036.0,937.4,892.0,987.0
652,27,43,4.0381679389312986,2,2017-06-01,1004,6,2017,987.0,986.0,920.0,902.0,1020.0,1033.0,1036.0,1050.0,959.8,902.0,1004.0
653,20,83,4.219512195121951,2,2017-06-01,1020,6,2017,1004.0,987.0,986.0,920.0,1033.0,1036.0,1050.0,1073.0,983.4,920.0,1020.0
654,4,25,3.683333333333333,2,2017-06-01,1033,6,2017,1020.0,1004.0,987.0,986.0,1036.0,1050.0,1073.0,1075.0,1006.0,986.0,1033.0
655,29,65,3.5760869565217392,2,2017-06-01,1036,6,2017,1033.0,1020.0,1004.0,987.0,1050.0,1073.0,1075.0,1096.0,1016.0,987.0,1036.0
656,5,19,2.645833333333333,2,2017-06-01,1050,6,2017,1036.0,1033.0,1020.0,1004.0,1073.0,1075.0,1096.0,1102.0,1028.6,1004.0,1050.0
657,0,35,4.796178343949045,2,2017-06-01,1073,6,2017,1050.0,1036.0,1033.0,1020.0,1075.0,1096.0,1102.0,1127.0,1042.4,1020.0,1073.0
658,19,35,3.8451612903225807,2,2017-06-01,1075,6,2017,1073.0,1050.0,1036.0,1033.0,1096.0,1102.0,1127.0,1129.0,1053.4,1033.0,1075.0
659,2,11,3.9625,2,2017-06-01,1096,6,2017,1075.0,1073.0,1050.0,1036.0,1102.0,1127.0,1129.0,1133.0,1066.0,1036.0,1096.0
660,19,17,3.727272727272727,2,2017-06-01,1102,6,2017,1096.0,1075.0,1073.0,1050.0,1127.0,1129.0,1133.0,1134.0,1079.2,1050.0,1102.0
661,13,31,3.674418604651162,2,2017-06-01,1127,6,2017,1102.0,1096.0,1075.0,1073.0,1129.0,1133.0,1134.0,1135.0,1094.6,1073.0,1127.0
662,21,6,4.734375,2,2017-06-01,1129,6,2017,1127.0,1102.0,1096.0,1075.0,1133.0,1134.0,1135.0,1136.0,1105.8,1075.0,1129.0
663,21,18,3.4909090909090907,2,2017-06-01,1133,6,2017,1129.0,1127.0,1102.0,1096.0,1134.0,1135.0,1136.0,1161.0,1117.4,1096.0,1133.0
664,29,65,3.5760869565217392,2,2017-06-01,1134,6,2017,1133.0,1129.0,1127.0,1102.0,1135.0,1136.0,1161.0,1171.0,1125.0,1102.0,1134.0
665,19,14,4.050847457627119,2,2017-06-01,1135,6,2017,1134.0,1133.0,1129.0,1127.0,1136.0,1161.0,1171.0,1173.0,1131.6,1127.0,1135.0
666,7,78,3.321428571428572,2,2017-06-01,1136,6,2017,1135.0,1134.0,1133.0,1129.0,1161.0,1171.0,1173.0,1193.0,1133.4,1129.0,1136.0
667,7,54,3.65,2,2017-06-01,1161,6,2017,1136.0,1135.0,1134.0,1133.0,1171.0,1173.0,1193.0,1193.0,1139.8,1133.0,1161.0
668,15,30,4.544378698224851,2,2017-06-01,1171,6,2017,1161.0,1136.0,1135.0,1134.0,1173.0,1193.0,1193.0,1195.0,1147.4,1134.0,1171.0
669,15,49,4.3086419753086425,2,2017-06-01,1173,6,2017,1171.0,1161.0,1136.0,1135.0,1193.0,1193.0,1195.0,1290.0,1155.2,1135.0,1173.0
670,18,59,3.859154929577465,2,2017-06-01,1193,6,2017,1173.0,1171.0,1161.0,1136.0,1193.0,1195.0,1290.0,2560.0,1166.8,1136.0,1193.0
671,26,49,3.4285714285714284,2,2017-06-01,1193,6,2017,1193.0,1173.0,1171.0,1161.0,1195.0,1290.0,2560.0,2590.0,1178.2,1161.0,1193.0
672,15,63,4.082758620689655,2,2017-06-01,1195,6,2017,1193.0,1193.0,1173.0,1171.0,1290.0,2560.0,2590.0,2715.0,1185.0,1171.0,1195.0
673,14,63,4.286885245901638,2,2017-06-01,1290,6,2017,1195.0,1193.0,1193.0,1173.0,2560.0,2590.0,2715.0,2807.0,1208.8,1173.0,1290.0
674,14,29,3.7216494845360826,5,2017-06-01,2560,6,2017,1290.0,1195.0,1193.0,1193.0,2590.0,2715.0,2807.0,2855.0,1486.2,1193.0,2560.0
675,26,23,4.99009900990099,5,2017-06-01,2590,6,2017,2560.0,1290.0,1195.0,1193.0,2715.0,2807.0,2855.0,2871.0,1765.6,1193.0,2590.0
676,9,73,2.6041666666666665,5,2017-06-01,2715,6,2017,2590.0,2560.0,1290.0,1195.0,2807.0,2855.0,2871.0,2968.0,2070.0,1195.0,2715.0
677,25,6,4.687943262411348,5,2017-06-01,2807,6,2017,2715.0,2590.0,2560.0,1290.0,2855.0,2871.0,2968.0,3138.0,2392.4,1290.0,2807.0
678,27,19,3.89010989010989,5,2017-06-01,2855,6,2017,2807.0,2715.0,2590.0,2560.0,2871.0,2968.0,3138.0,3172.0,2705.4,2560.0,2855.0
679,2,76,3.4022988505747125,5,2017-06-01,2871,6,2017,2855.0,2807.0,2715.0,2590.0,2968.0,3138.0,3172.0,3260.0,2767.6,2590.0,2871.0
680,3,82,3.9137931034482767,5,2017-06-01,2968,6,2017,2871.0,2855.0,2807.0,2715.0,3138.0,3172.0,3260.0,3285.0,2843.2,2715.0,2968.0
681,17,75,4.372727272727273,5,2017-06-01,3138,6,2017,2968.0,2871.0,2855.0,2807.0,3172.0,3260.0,3285.0,3312.0,2927.8,2807.0,3138.0
682,27,54,3.4788732394366195,5,2017-06-01,3172,6,2017,3138.0,2968.0,2871.0,2855.0,3260.0,3285.0,3312.0,3323.0,3000.8,2855.0,3172.0
683,7,43,4.0470588235294125,5,2017-06-01,3260,6,2017,3172.0,3138.0,2968.0,2871.0,3285.0,3312.0,3323.0,3323.0,3081.8,2871.0,3260.0
684,11,3,4.105882352941176,5,2017-06-01,3285,6,2017,3260.0,3172.0,3138.0,2968.0,3312.0,3323.0,3323.0,3367.0,3164.6,2968.0,3285.0
685,11,3,4.105882352941176,5,2017-06-01,3312,6,2017,3285.0,3260.0,3172.0,3138.0,3323.0,3323.0,3367.0,3367.0,3233.4,3138.0,3312.0
686,6,9,3.8839590443686007,5,2017-06-01,3323,6,2017,3312.0,3285.0,3260.0,3172.0,3323.0,3367.0,3367.0,3392.0,3270.4,3172.0,3323.0
687,20,9,3.4074074074074074,5,2017-06-01,3323,6,2017,3323.0,3312.0,3285.0,3260.0,3367.0,3367.0,3392.0,3393.0,3300.6,3260.0,3323.0
688,18,36,3.782608695652174,5,2017-06-01,3367,6,2017,3323.0,3323.0,3312.0,3285.0,3367.0,3392.0,3393.0,3404.0,3322.0,3285.0,3367.0
689,26,51,4.9753086419753085,5,2017-06-01,3367,6,2017,3367.0,3323.0,3323.0,3312.0,3392.0,3393.0,3404.0,3438.0,3338.4,3312.0,3367.0
690,21,59,4.96875,5,2017-06-01,3392,6,2017,3367.0,3367.0,3323.0,3323.0,3393.0,3404.0,3438.0,3459.0,3354.4,3323.0,3392.0
691,11,3,4.105882352941176,5,2017-06-01,3393,6,2017,3392.0,3367.0,3367.0,3323.0,3404.0,3438.0,3459.0,3463.0,3368.4,3323.0,3393.0
692,22,0,3.865979381443299,5,2017-06-01,3404,6,2017,3393.0,3392.0,3367.0,3367.0,3438.0,3459.0,3463.0,3464.0,3384.6,3367.0,3404.0
693,16,59,3.7977528089887636,5,2017-06-01,3438,6,2017,3404.0,3393.0,3392.0,3367.0,3459.0,3463.0,3464.0,3510.0,3398.8,3367.0,3438.0
694,13,72,3.4791666666666665,5,2017-06-01,3459,6,2017,3438.0,3404.0,3393.0,3392.0,3463.0,3464.0,3510.0,3624.0,3417.2,3392.0,3459.0
695,2,0,3.611111111111111,5,2017-06-01,3463,6,2017,3459.0,3438.0,3404.0,3393.0,3464.0,3510.0,3624.0,3700.0,3431.4,3393.0,3463.0
696,26,29,4.059523809523808,5,2017-06-01,3464,6,2017,3463.0,3459.0,3438.0,3404.0,3510.0,3624.0,3700.0,4181.0,3445.6,3404.0,3464.0
697,3,35,3.989130434782609,5,2017-06-01,3510,6,2017,3464.0,3463.0,3459.0,3438.0,3624.0,3700.0,4181.0,4280.0,3466.8,3438.0,3510.0
698,12,29,3.7927927927927927,5,2017-06-01,3624,6,2017,3510.0,3464.0,3463.0,3459.0,3700.0,4181.0,4280.0,4329.0,3504.0,3459.0,3624.0
699,11,17,4.053191489361701,5,2017-06-01,3700,6,2017,3624.0,3510.0,3464.0,3463.0,4181.0,4280.0,4329.0,4359.0,3552.2,3463.0,3700.0
700,18,36,3.782608695652174,3,2017-06-01,4181,6,2017,3700.0,3624.0,3510.0,3464.0,4280.0,4329.0,4359.0,4514.0,3695.8,3464.0,4181.0
701,21,42,2.9349593495934965,4,2017-06-01,4280,6,2017,4181.0,3700.0,3624.0,3510.0,4329.0,4359.0,4514.0,4651.0,3859.0,3510.0,4280.0
702,7,48,4.8,4,2017-06-01,4329,6,2017,4280.0,4181.0,3700.0,3624.0,4359.0,4514.0,4651.0,4683.0,4022.8,3624.0,4329.0
703,6,21,3.443243243243243,4,2017-06-01,4359,6,2017,4329.0,4280.0,4181.0,3700.0,4514.0,4651.0,4683.0,4759.0,4169.8,3700.0,4359.0
704,6,9,3.8839590443686007,4,2017-06-01,4514,6,2017,4359.0,4329.0,4280.0,4181.0,4651.0,4683.0,4759.0,4826.0,4332.6,4181.0,4514.0
705,22,43,3.2947368421052636,4,2017-06-01,4651,6,2017,4514.0,4359.0,4329.0,4280.0,4683.0,4759.0,4826.0,4828.0,4426.6,4280.0,4651.0
706,19,2,3.555555555555556,4,2017-06-01,4683,6,2017,4651.0,4514.0,4359.0,4329.0,4759.0,4826.0,4828.0,4873.0,4507.2,4329.0,4683.0
707,24,26,4.796875,4,2017-06-01,4759,6,2017,4683.0,4651.0,4514.0,4359.0,4826.0,4828.0,4873.0,4933.0,4593.2,4359.0,4759.0
708,6,9,3.8839590443686007,4,2017-06-01,4826,6,2017,4759.0,4683.0,4651.0,4514.0,4828.0,4873.0,4933.0,4960.0,4686.6,4514.0,4826.0
709,15,34,3.9506172839506166,4,2017-06-01,4828,6,2017,4826.0,4759.0,4683.0,4651.0,4873.0,4933.0,4960.0,4964.0,4749.4,4651.0,4828.0
710,2,25,3.6176470588235294,4,2017-06-01,4873,6,2017,4828.0,4826.0,4759.0,4683.0,4933.0,4960.0,4964.0,5000.0,4793.8,4683.0,4873.0
711,22,77,3.6263736263736255,4,2017-06-01,4933,6,2017,4873.0,4828.0,4826.0,4759.0,4960.0,4964.0,5000.0,5006.0,4843.8,4759.0,4933.0
712,4,76,4.154929577464789,4,2017-06-01,4960,6,2017,4933.0,4873.0,4828.0,4826.0,4964.0,5000.0,5006.0,5012.0,4884.0,4826.0,4960.0
713,5,76,4.305555555555555,4,2017-06-01,4964,6,2017,4960.0,4933.0,4873.0,4828.0,5000.0,5006.0,5012.0,5031.0,4911.6,4828.0,4964.0
714,5,77,3.830769230769232,4,2017-06-01,5000,6,2017,4964.0,4960.0,4933.0,4873.0,5006.0,5012.0,5031.0,5081.0,4946.0,4873.0,5000.0
715,6,40,3.7469879518072284,4,2017-06-01,5006,6,2017,5000.0,4964.0,4960.0,4933.0,5012.0,5031.0,5081.0,5113.0,4972.6,4933.0,5006.0
716,17,8,4.359649122807017,4,2017-06-01,5012,6,2017,5006.0,5000.0,4964.0,4960.0,5031.0,5081.0,5113.0,5144.0,4988.4,4960.0,5012.0
717,27,43,4.0381679389312986,4,2017-06-01,5031,6,2017,5012.0,5006.0,5000.0,4964.0,5081.0,5113.0,5144.0,5166.0,5002.6,4964.0,5031.0
718,4,58,3.6486486486486487,4,2017-06-01,5081,6,2017,5031.0,5012.0,5006.0,5000.0,5113.0,5144.0,5166.0,5172.0,5026.0,5000.0,5081.0
719,29,57,3.5875,4,2017-06-01,5113,6,2017,5081.0,5031.0,5012.0,5006.0,5144.0,5166.0,5172.0,5175.0,5048.6,5006.0,5113.0
